,awardYear,Persistence,awardLabel,PairID,class,lastPubYear,event,time,area,group
1675,1996,1,Shanti Swarup Bhatnagar Prize for Science and Technology,421,Contenders,1997,1,1,general,Young
1678,2005,15,Fellow of the Royal Society,917,Contenders,2020,0,15,general,Middle
1679,1993,27,Shanti Swarup Bhatnagar Prize for Science and Technology,640,Contenders,2020,0,27,general,Young
1680,2000,20,Shanti Swarup Bhatnagar Prize for Science and Technology,418,Contenders,2020,0,20,general,NA
1681,1987,29,Shanti Swarup Bhatnagar Prize for Science and Technology,721,Contenders,2016,1,29,general,Young
1682,1968,27,Fellow of the Royal Society,1245,Contenders,1995,1,27,general,Middle
1683,1993,23,Fellow of the Royal Society,1051,Contenders,2016,1,23,general,Young
1684,1996,20,Fellow of the Royal Society,538,Contenders,2016,1,20,general,Middle
1685,1981,37,Fellow of the Royal Society,1067,Contenders,2018,0,37,general,Young
1687,2009,6,Shanti Swarup Bhatnagar Prize for Science and Technology,813,Contenders,2015,1,6,general,Young
1688,1980,39,Fellow of the Royal Society,127,Contenders,2019,0,39,general,Middle
1689,1980,38,Fellow of the Royal Society,1295,Contenders,2018,0,38,general,Middle
1690,2004,16,National Medal of Science,18,Contenders,2020,0,16,general,Senior
1691,1983,36,MacArthur Fellowship,1325,Contenders,2019,0,36,general,Middle
1692,1982,21,MacArthur Fellowship,536,Contenders,2003,1,21,general,Young
1693,1993,26,Fellow of the Royal Society,361,Contenders,2019,0,26,general,Middle
1694,1967,50,Bigsby Medal,751,Contenders,2017,1,50,geography,Young
1695,2010,10,Fellow of the Royal Society,271,Contenders,2020,0,10,general,Middle
1696,1997,21,Shanti Swarup Bhatnagar Prize for Science and Technology,341,Contenders,2018,0,21,general,Young
1697,1997,23,MacArthur Fellowship,223,Contenders,2020,0,23,general,Middle
1698,1993,21,Fellow of the Royal Society,826,Contenders,2014,1,21,general,NA
1699,2001,19,Shanti Swarup Bhatnagar Prize for Science and Technology,285,Contenders,2020,0,19,general,Young
1700,2001,12,Wolf Prize in Chemistry,1222,Contenders,2013,1,12,chemistry,Senior
1701,2010,3,Willard Gibbs Award,131,Contenders,2013,1,3,chemistry,Senior
1702,2001,19,Shanti Swarup Bhatnagar Prize for Science and Technology,1317,Contenders,2020,0,19,general,Young
1703,1991,25,MacArthur Fellowship,533,Contenders,2016,1,25,general,Middle
1704,2005,14,Fellow of the Royal Society,1079,Contenders,2019,0,14,general,Senior
1705,1984,31,Nobel Prize in Chemistry,573,Contenders,2015,1,31,chemistry,Senior
1706,1997,22,MacArthur Fellowship,792,Contenders,2019,0,22,general,Young
1708,2008,11,Fellow of the Royal Society,447,Contenders,2019,0,11,general,Middle
1709,2015,2,Fellow of the Royal Society,727,Contenders,2017,1,2,general,Senior
1710,2002,15,National Medal of Science,1208,Contenders,2017,1,15,general,Senior
1711,1994,1,Lasker-DeBakey Clinical Medical Research Award,1329,Contenders,1995,1,1,biology,Senior
1712,2018,2,Fellow of the Royal Society,516,Contenders,2020,0,2,general,Middle
1713,1986,33,Fellow of the Royal Society,99,Contenders,2019,0,33,general,Young
1714,2000,17,MacArthur Fellowship,153,Contenders,2017,1,17,general,Middle
1715,2004,16,Nobel Prize in Chemistry,187,Contenders,2020,0,16,chemistry,Middle
1716,2014,2,Fellow of the Royal Society,1213,Contenders,2016,1,2,general,Senior
1717,2012,8,Fellow of the Royal Society,747,Contenders,2020,0,8,general,Middle
1718,2007,11,Fellow of the Royal Society,27,Contenders,2018,0,11,general,Young
1719,2000,20,MacArthur Fellowship,61,Contenders,2020,0,20,general,Young
1720,2003,17,Shanti Swarup Bhatnagar Prize for Science and Technology,1010,Contenders,2020,0,17,general,Middle
1721,1984,34,MacArthur Fellowship,1402,Contenders,2018,0,34,general,Young
1722,2012,7,Nobel Prize in Physics,1078,Contenders,2019,0,7,physics,Senior
1723,1986,12,Fellow of the Royal Society,1392,Contenders,1998,1,12,general,Young
1724,1987,11,Fellow of the Royal Society,621,Contenders,1998,1,11,general,Middle
1725,2015,5,Fellow of the Royal Society,264,Contenders,2020,0,5,general,Senior
1726,2002,17,Fellow of the Royal Society,216,Contenders,2019,0,17,general,Middle
1727,1966,14,Fellow of the Royal Society,144,Contenders,1980,1,14,general,Young
1728,1982,31,MacArthur Fellowship,1330,Contenders,2013,1,31,general,Young
1729,2015,5,MacArthur Fellowship,507,Contenders,2020,0,5,general,Young
1730,1981,6,MacArthur Fellowship,45,Contenders,1987,1,6,general,Young
1731,2004,15,Shanti Swarup Bhatnagar Prize for Science and Technology,446,Contenders,2019,0,15,general,Young
1732,1994,22,Wolf Prize in Chemistry,894,Contenders,2016,1,22,chemistry,Young
1733,1983,32,Wolf Prize in Chemistry,1008,Contenders,2015,1,32,chemistry,Middle
1734,1992,23,Nobel Prize in Physiology or Medicine,1034,Contenders,2015,1,23,biology,Senior
1735,1989,25,Shanti Swarup Bhatnagar Prize for Science and Technology,1316,Contenders,2014,1,25,general,Young
1736,1987,5,MacArthur Fellowship,526,Contenders,1992,1,5,general,Young
1737,1989,31,Fellow of the Royal Society,1234,Contenders,2020,0,31,general,Young
1738,2002,18,Fellow of the Royal Society,518,Contenders,2020,0,18,general,Middle
1739,1975,2,Nobel Prize in Physics,1235,Contenders,1977,1,2,physics,Middle
1740,1993,24,Fellow of the Royal Society,1016,Contenders,2017,1,24,general,Middle
1741,2017,3,Fellow of the Royal Society,1236,Contenders,2020,0,3,general,Senior
1742,1949,17,Hughes Medal,1320,Contenders,1966,1,17,physics,Middle
1743,2010,9,Shanti Swarup Bhatnagar Prize for Science and Technology,594,Contenders,2019,0,9,general,Young
1745,1988,26,Shanti Swarup Bhatnagar Prize for Science and Technology,1347,Contenders,2014,1,26,general,Young
1746,2001,19,Nobel Prize in Physics,730,Contenders,2020,0,19,physics,Young
1747,2002,18,Nobel Prize in Chemistry,1355,Contenders,2020,0,18,chemistry,Young
1748,1992,27,Fellow of the Royal Society,1267,Contenders,2019,0,27,general,Middle
1749,1983,19,Fellow of the Royal Society,370,Contenders,2002,1,19,general,Young
1750,2015,4,SASTRA Ramanujan Prize,15,Contenders,2019,0,4,mathematics,Young
1751,2017,3,Fellow of the Royal Society,769,Contenders,2020,0,3,general,NA
1752,2011,8,Fellow of the Royal Society,509,Contenders,2019,0,8,general,Middle
1753,1987,18,MacArthur Fellowship,613,Contenders,2005,1,18,general,Middle
1754,1995,23,Nobel Prize in Physiology or Medicine,157,Contenders,2018,0,23,biology,Middle
1755,2003,16,Shanti Swarup Bhatnagar Prize for Science and Technology,1163,Contenders,2019,0,16,general,Young
1756,1980,15,Edison Medal,1195,Contenders,1995,1,15,cs,Senior
1757,2011,9,Fellow of the Royal Society,1407,Contenders,2020,0,9,general,Senior
1758,2011,8,National Medal of Science,683,Contenders,2019,0,8,general,Senior
1759,2004,16,National Medal of Science,18,Contenders,2020,0,16,general,Senior
1760,1989,29,Fellow of the Royal Society,1171,Contenders,2018,0,29,general,Middle
1761,2005,15,MacArthur Fellowship,146,Contenders,2020,0,15,general,Young
1762,2011,9,Fellow of the Royal Society,1180,Contenders,2020,0,9,general,Young
1763,2006,14,Shanti Swarup Bhatnagar Prize for Science and Technology,30,Contenders,2020,0,14,general,Young
1764,1968,38,Nobel Prize in Physiology or Medicine,290,Contenders,2006,1,38,biology,Middle
1765,1983,8,Fellow of the Royal Society,693,Contenders,1991,1,8,general,Middle
1766,2006,13,Fields Medal,111,Contenders,2019,0,13,mathematics,Young
1767,1998,7,Wolf Prize in Medicine,565,Contenders,2005,1,7,biology,Senior
1768,2011,0,Fellow of the Royal Society,820,Contenders,2011,1,0,general,Middle
1769,1991,27,Fellow of the Royal Society,1307,Contenders,2018,0,27,general,Middle
1770,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,1041,Contenders,2020,0,13,general,Young
1771,1997,13,Shanti Swarup Bhatnagar Prize for Science and Technology,241,Contenders,2010,1,13,general,Young
1772,1988,14,Fellow of the Royal Society,201,Contenders,2002,1,14,general,Middle
1773,1997,23,Nobel Prize in Physics,7,Contenders,2020,0,23,physics,Senior
1774,1998,22,Fellow of the Royal Society,492,Contenders,2020,0,22,general,Middle
1775,1995,24,National Medal of Science,1211,Contenders,2019,0,24,general,Middle
1776,1999,0,MacArthur Fellowship,517,Contenders,1999,1,0,general,Young
1777,2009,11,Fellow of the Royal Society,57,Contenders,2020,0,11,general,Young
1778,2000,17,Shanti Swarup Bhatnagar Prize for Science and Technology,714,Contenders,2017,1,17,general,NA
1779,1999,21,Fellow of the Royal Society,42,Contenders,2020,0,21,general,Middle
1780,1996,24,Fellow of the Royal Society,327,Contenders,2020,0,24,general,Middle
1781,1989,28,Nobel Prize in Chemistry,80,Contenders,2017,1,28,chemistry,Young
1782,2009,11,Shanti Swarup Bhatnagar Prize for Science and Technology,813,Contenders,2020,0,11,general,Young
1783,2002,5,Shanti Swarup Bhatnagar Prize for Science and Technology,734,Contenders,2007,1,5,general,Middle
1784,2010,9,Shanti Swarup Bhatnagar Prize for Science and Technology,116,Contenders,2019,0,9,general,Young
1785,1967,24,Shanti Swarup Bhatnagar Prize for Science and Technology,1393,Contenders,1991,1,24,general,Young
1786,1992,23,Fellow of the Royal Society,1046,Contenders,2015,1,23,general,Middle
1787,1999,21,MacArthur Fellowship,104,Contenders,2020,0,21,general,Young
1788,1994,19,MacArthur Fellowship,191,Contenders,2013,1,19,general,Young
1789,1966,24,Nobel Prize in Physics,403,Contenders,1990,1,24,physics,Senior
1790,2001,19,Fellow of the Royal Society,128,Contenders,2020,0,19,general,Middle
1791,2000,5,Edison Medal,1124,Contenders,2005,1,5,cs,Senior
1792,1986,33,Shanti Swarup Bhatnagar Prize for Science and Technology,366,Contenders,2019,0,33,general,Young
1793,2014,5,Fellow of the Royal Society,1036,Contenders,2019,0,5,general,NA
1794,2015,4,MacArthur Fellowship,862,Contenders,2019,0,4,general,NA
1795,2006,14,Fellow of the Royal Society,873,Contenders,2020,0,14,general,Middle
1796,1965,29,Shanti Swarup Bhatnagar Prize for Science and Technology,1450,Contenders,1994,1,29,general,Young
1797,1984,29,MacArthur Fellowship,1080,Contenders,2013,1,29,general,Young
1798,1991,6,Fellow of the Royal Society,394,Contenders,1997,1,6,general,Middle
1799,1976,42,Nobel Prize in Physics,924,Contenders,2018,0,42,physics,Young
1800,1990,26,MacArthur Fellowship,156,Contenders,2016,1,26,general,Middle
1801,1992,26,Edison Medal,1074,Contenders,2018,0,26,cs,Middle
1802,2001,15,Shanti Swarup Bhatnagar Prize for Science and Technology,108,Contenders,2016,1,15,general,Young
1803,1972,41,Shanti Swarup Bhatnagar Prize for Science and Technology,798,Contenders,2013,1,41,general,Young
1804,2000,19,Fellow of the Royal Society,787,Contenders,2019,0,19,general,Middle
1805,1977,30,Fellow of the Royal Society,984,Contenders,2007,1,30,general,Middle
1806,1993,23,MacArthur Fellowship,1443,Contenders,2016,1,23,general,Young
1807,1983,37,MacArthur Fellowship,299,Contenders,2020,0,37,general,Young
1808,1973,45,Fellow of the Royal Society,1109,Contenders,2018,0,45,general,Young
1809,2011,9,Nobel Prize in Physics,454,Contenders,2020,0,9,physics,Middle
1810,2015,5,Fellow of the Royal Society,529,Contenders,2020,0,5,general,NA
1811,2006,14,Fellow of the Royal Society,599,Contenders,2020,0,14,general,Young
1812,2011,9,Fellow of the Royal Society,19,Contenders,2020,0,9,general,NA
1813,1989,28,Turing Award,508,Contenders,2017,1,28,cs,Middle
1814,1971,48,Fellow of the Royal Society,1230,Contenders,2019,0,48,general,Young
1815,1981,39,Fellow of the Royal Society,628,Contenders,2020,0,39,general,Middle
1816,1993,15,Shanti Swarup Bhatnagar Prize for Science and Technology,1242,Contenders,2008,1,15,general,Young
1817,1993,26,Max Planck Medal,400,Contenders,2019,0,26,physics,Middle
1818,1998,21,Fields Medal,466,Contenders,2019,0,21,mathematics,Young
1819,2007,13,Fellow of the Royal Society,649,Contenders,2020,0,13,general,Senior
1820,2008,0,Nobel Prize in Physiology or Medicine,24,Contenders,2008,1,0,biology,Senior
1821,1983,35,MacArthur Fellowship,871,Contenders,2018,0,35,general,Middle
1822,1986,32,Nobel Prize in Chemistry,402,Contenders,2018,0,32,chemistry,Middle
1823,1983,37,MacArthur Fellowship,885,Contenders,2020,0,37,general,Young
1825,1997,23,National Medal of Science,911,Contenders,2020,0,23,general,Middle
1826,1997,22,MacArthur Fellowship,217,Contenders,2019,0,22,general,NA
1827,2018,2,Wolf Prize in Chemistry,764,Contenders,2020,0,2,chemistry,Senior
1828,2015,5,Fellow of the Royal Society,344,Contenders,2020,0,5,general,Young
1829,2004,16,Fellow of the Royal Society,804,Contenders,2020,0,16,general,Middle
1830,1996,9,Shanti Swarup Bhatnagar Prize for Science and Technology,383,Contenders,2005,1,9,general,Young
1831,2006,13,Fellow of the Royal Society,1139,Contenders,2019,0,13,general,Middle
1832,2002,17,Fellow of the Royal Society,1427,Contenders,2019,0,17,general,Middle
1833,2005,11,Fellow of the Royal Society,738,Contenders,2016,1,11,general,Senior
1834,1983,37,MacArthur Fellowship,39,Contenders,2020,0,37,general,Young
1836,2003,14,Shanti Swarup Bhatnagar Prize for Science and Technology,1163,Contenders,2017,1,14,general,Young
1837,1968,25,Fellow of the Royal Society,967,Contenders,1993,1,25,general,Young
1839,2008,7,MacArthur Fellowship,462,Contenders,2015,1,7,general,Young
1840,2003,17,Nobel Prize in Chemistry,1283,Contenders,2020,0,17,chemistry,Middle
1841,2010,10,Shanti Swarup Bhatnagar Prize for Science and Technology,923,Contenders,2020,0,10,general,Young
1842,2018,2,Breakthrough Prize in Life Sciences,590,Contenders,2020,0,2,biology,Senior
1843,1986,12,Lasker-DeBakey Clinical Medical Research Award,1460,Contenders,1998,1,12,biology,Middle
1844,2001,18,Willard Gibbs Award,935,Contenders,2019,0,18,chemistry,Middle
1845,2005,14,Nobel Prize in Chemistry,359,Contenders,2019,0,14,chemistry,Senior
1846,2003,17,Fellow of the Royal Society,789,Contenders,2020,0,17,general,Middle
1847,2008,12,Fellow of the Royal Society,447,Contenders,2020,0,12,general,Middle
1848,1999,20,MacArthur Fellowship,73,Contenders,2019,0,20,general,Young
1849,1978,28,Fellow of the Royal Society,1413,Contenders,2006,1,28,general,Senior
1850,2005,15,Shanti Swarup Bhatnagar Prize for Science and Technology,456,Contenders,2020,0,15,general,Young
1851,1931,10,Nobel Prize in Physiology or Medicine,210,Contenders,1941,1,10,biology,Middle
1852,2006,13,Fellow of the Royal Society,1358,Contenders,2019,0,13,general,Senior
1853,2004,16,Fellow of the Royal Society,477,Contenders,2020,0,16,general,Middle
1854,2001,18,Fellow of the Royal Society,1288,Contenders,2019,0,18,general,Middle
1855,2001,18,Shanti Swarup Bhatnagar Prize for Science and Technology,1317,Contenders,2019,0,18,general,Young
1856,2017,3,Fellow of the Royal Society,1042,Contenders,2020,0,3,general,NA
1857,1970,11,Fellow of the Royal Society,1081,Contenders,1981,1,11,general,Middle
1858,2006,14,Fellow of the Royal Society,873,Contenders,2020,0,14,general,Middle
1859,1997,21,Nobel Prize in Physics,7,Contenders,2018,0,21,physics,Senior
1860,2004,16,Fellow of the Royal Society,619,Contenders,2020,0,16,general,Middle
1861,1999,20,National Medal of Science,597,Contenders,2019,0,20,general,Senior
1862,1971,37,Fellow of the Royal Society,667,Contenders,2008,1,37,general,Young
1863,1986,33,Fields Medal,1142,Contenders,2019,0,33,mathematics,Young
1864,1967,49,Albert Einstein Award,824,Contenders,2016,1,49,physics,Young
1866,2018,2,Fellow of the Royal Society,286,Contenders,2020,0,2,general,Senior
1867,2008,11,MacArthur Fellowship,432,Contenders,2019,0,11,general,Young
1868,2007,6,Fellow of the Royal Society,387,Contenders,2013,1,6,general,Middle
1869,2008,12,Fellow of the Royal Society,163,Contenders,2020,0,12,general,NA
1870,1980,28,Wolf Prize in Medicine,484,Contenders,2008,1,28,biology,Middle
1871,2012,3,Fellow of the Royal Society,819,Contenders,2015,1,3,general,Senior
1872,1995,24,Nobel Prize in Physiology or Medicine,157,Contenders,2019,0,24,biology,Middle
1873,1978,29,Fellow of the Royal Society,1413,Contenders,2007,1,29,general,Senior
1874,1996,24,Shanti Swarup Bhatnagar Prize for Science and Technology,1250,Contenders,2020,0,24,general,Young
1875,1989,30,Nobel Prize in Chemistry,1130,Contenders,2019,0,30,chemistry,Middle
1876,2015,5,Fellow of the Royal Society,330,Contenders,2020,0,5,general,Middle
1878,1993,25,Shanti Swarup Bhatnagar Prize for Science and Technology,586,Contenders,2018,0,25,general,Young
1879,1983,25,Fellow of the Royal Society,1438,Contenders,2008,1,25,general,Middle
1880,2006,5,MacArthur Fellowship,385,Contenders,2011,1,5,general,Young
1881,1982,15,MacArthur Fellowship,728,Contenders,1997,1,15,general,Young
1882,1995,24,Fellow of the Royal Society,1433,Contenders,2019,0,24,general,Middle
1883,1975,27,Shanti Swarup Bhatnagar Prize for Science and Technology,1085,Contenders,2002,1,27,general,Young
1884,2017,2,Breakthrough Prize in Life Sciences,374,Contenders,2019,0,2,biology,Senior
1885,1999,21,Fellow of the Royal Society,1228,Contenders,2020,0,21,general,NA
1886,2016,4,Fellow of the Royal Society,971,Contenders,2020,0,4,general,Middle
1887,1993,26,Fellow of the Royal Society,1016,Contenders,2019,0,26,general,Middle
1888,1953,66,Nobel Prize in Chemistry,1058,Contenders,2019,0,66,chemistry,Senior
1890,2011,8,Fellow of the Royal Society,65,Contenders,2019,0,8,general,Middle
1891,1981,38,MacArthur Fellowship,717,Contenders,2019,0,38,general,Young
1892,1992,27,MacArthur Fellowship,35,Contenders,2019,0,27,general,Middle
1893,1998,19,Vautrin Lud Prize,887,Contenders,2017,1,19,geography,Middle
1894,1973,23,Fellow of the Royal Society,860,Contenders,1996,1,23,general,Young
1895,1991,29,National Medal of Science,1372,Contenders,2020,0,29,general,Middle
1896,1975,26,Shanti Swarup Bhatnagar Prize for Science and Technology,1348,Contenders,2001,1,26,general,Young
